,ip,date,time,zone,cik,accession,extention,code,size,idx,norefer,noagent,find,crawler,browser
170,66.249.66.bdh,2017-06-26,00:00:00,0.0,1493639.0,0001047469-14-002056,a2218760z20-f.htm,304.0,248.0,0.0,0.0,0.0,10.0,0.0,
171,66.249.66.jdi,2017-06-26,00:00:00,0.0,831001.0,0001209191-16-141396,xslF345X03/doc4.xml,301.0,673.0,0.0,0.0,0.0,10.0,0.0,
172,66.249.66.jjh,2017-06-26,00:00:00,0.0,1627693.0,0001193125-14-448585,d829490dex3119.htm,200.0,5410.0,0.0,0.0,0.0,10.0,0.0,
173,66.249.66.jjh,2017-06-26,00:00:00,0.0,1587755.0,0001567619-14-000009,s000092x8_s1a.htm,304.0,248.0,0.0,0.0,0.0,10.0,0.0,
174,68.180.230.ede,2017-06-26,00:00:00,0.0,1031296.0,0001031296-08-000070,-index.htm,200.0,2781.0,1.0,0.0,0.0,10.0,0.0,
175,68.180.230.ede,2017-06-26,00:00:00,0.0,944747.0,0001104659-16-100713,-index.htm,200.0,2790.0,1.0,0.0,0.0,10.0,0.0,
176,69.126.195.hbc,2017-06-26,00:00:00,0.0,1321646.0,0001193125-10-213116,.txt,200.0,41724.0,0.0,0.0,0.0,10.0,0.0,
177,69.126.195.hbc,2017-06-26,00:00:00,0.0,1321646.0,0001193125-10-215722,.txt,200.0,40938.0,0.0,0.0,0.0,10.0,0.0,
178,72.198.204.bgd,2017-06-26,00:00:00,0.0,948320.0,0001213900-17-002079,.txt,200.0,7478.0,0.0,0.0,0.0,10.0,0.0,
179,72.198.204.bgd,2017-06-26,00:00:00,0.0,104897.0,0001493152-17-000384,.hdr.sgml,200.0,1236.0,0.0,0.0,0.0,10.0,0.0,
180,73.222.244.jad,2017-06-26,00:00:00,0.0,1078706.0,0000889812-00-001498,.txt,200.0,389970.0,0.0,0.0,0.0,10.0,0.0,
181,86.153.150.jad,2017-06-26,00:00:00,0.0,98246.0,0000098246-11-000121,form8_k0519112.htm,200.0,4421.0,0.0,0.0,0.0,10.0,0.0,
182,86.153.150.jad,2017-06-26,00:00:00,0.0,766704.0,0001209191-12-006049,xslF345X03/doc4.xml,200.0,4153.0,0.0,0.0,0.0,10.0,0.0,
183,86.153.150.jad,2017-06-26,00:00:00,0.0,1444363.0,0001209191-11-046614,xslF345X03/c22169_4x0.xml,200.0,4014.0,0.0,0.0,0.0,10.0,0.0,
184,86.153.150.jad,2017-06-26,00:00:00,0.0,723125.0,0000723125-11-000167,edgar.xml,200.0,2046.0,0.0,0.0,0.0,10.0,0.0,
185,86.153.150.jad,2017-06-26,00:00:00,0.0,98246.0,0000098246-11-000121,-index.htm,200.0,2685.0,1.0,0.0,0.0,10.0,0.0,
186,86.153.150.jad,2017-06-26,00:00:00,0.0,766704.0,0001209191-12-006049,-index.htm,200.0,2795.0,1.0,0.0,0.0,10.0,0.0,
187,86.153.150.jad,2017-06-26,00:00:00,0.0,92380.0,0001193125-11-148965,d8k.htm,200.0,4463.0,0.0,0.0,0.0,10.0,0.0,
188,86.153.150.jad,2017-06-26,00:00:00,0.0,766704.0,0001209191-12-006044,doc4.xml,200.0,2272.0,0.0,0.0,0.0,10.0,0.0,
189,86.153.150.jad,2017-06-26,00:00:00,0.0,1444363.0,0001209191-11-046614,-index.htm,200.0,2819.0,1.0,0.0,0.0,10.0,0.0,
190,86.153.150.jad,2017-06-26,00:00:00,0.0,898437.0,0001140361-11-003542,-index.htm,200.0,2830.0,1.0,0.0,0.0,10.0,0.0,
191,86.153.150.jad,2017-06-26,00:00:00,0.0,92380.0,0001193125-11-148965,-index.htm,200.0,2714.0,1.0,0.0,0.0,10.0,0.0,
192,86.153.150.jad,2017-06-26,00:00:00,0.0,1418135.0,0001299933-11-002701,htm_42872.htm,200.0,3117.0,0.0,0.0,0.0,10.0,0.0,
193,86.153.150.jad,2017-06-26,00:00:00,0.0,898437.0,0001140361-11-003542,xslF345X03/doc1.xml,200.0,3697.0,0.0,0.0,0.0,10.0,0.0,
194,94.156.218.jad,2017-06-26,00:00:00,0.0,807249.0,0000807249-17-000100,-index.htm,200.0,7554.0,1.0,0.0,0.0,10.0,0.0,
195,94.156.218.jad,2017-06-26,00:00:00,0.0,1601074.0,0001171843-17-003805,.txt,200.0,9549.0,0.0,0.0,0.0,10.0,0.0,
196,94.156.218.jad,2017-06-26,00:00:00,0.0,1707708.0,0001707708-17-000001,-index.htm,200.0,6932.0,1.0,0.0,0.0,10.0,0.0,
197,101.81.133.jja,2017-06-26,00:00:01,0.0,27419.0,0001104659-17-041310,-index.htm,200.0,6882.0,1.0,0.0,0.0,9.0,0.0,
198,101.81.133.jja,2017-06-26,00:00:01,0.0,913760.0,0000913760-17-000077,-index.htm,200.0,7713.0,1.0,0.0,0.0,9.0,0.0,
199,104.247.35.caa,2017-06-26,00:00:01,0.0,1113148.0,0001193805-16-002595,.txt,0.0,49926.0,0.0,0.0,0.0,10.0,0.0,
200,104.247.35.caa,2017-06-26,00:00:01,0.0,1113148.0,0001172661-16-002632,.txt,200.0,94033.0,0.0,0.0,0.0,10.0,0.0,
201,104.247.35.caa,2017-06-26,00:00:01,0.0,1113148.0,0000315066-16-005229,.txt,200.0,10048.0,0.0,0.0,0.0,10.0,0.0,
202,104.247.35.caa,2017-06-26,00:00:01,0.0,1113148.0,0000932471-16-012491,.txt,200.0,40521.0,0.0,0.0,0.0,10.0,0.0,
203,107.22.225.dea,2017-06-26,00:00:01,0.0,1618835.0,0001209191-17-041633,-index.htm,200.0,7547.0,1.0,0.0,0.0,10.0,0.0,
204,107.23.85.jfd,2017-06-26,00:00:01,0.0,1331525.0,0000950117-05-002552,-index.htm,200.0,2728.0,1.0,0.0,0.0,10.0,0.0,
205,107.23.85.jfd,2017-06-26,00:00:01,0.0,890493.0,0001193125-13-154337,-index.htm,200.0,2874.0,1.0,0.0,0.0,10.0,0.0,
206,107.23.85.jfd,2017-06-26,00:00:01,0.0,1081915.0,0000930413-06-008363,-index.htm,200.0,2791.0,1.0,0.0,0.0,10.0,0.0,
207,107.23.85.jfd,2017-06-26,00:00:01,0.0,890493.0,0001193125-13-108612,-index.htm,200.0,3055.0,1.0,0.0,0.0,10.0,0.0,
208,107.23.85.jfd,2017-06-26,00:00:01,0.0,1171040.0,0001193125-13-402649,-index.htm,200.0,2652.0,1.0,0.0,0.0,10.0,0.0,
209,107.23.85.jfd,2017-06-26,00:00:01,0.0,890493.0,0001193125-13-134007,-index.htm,200.0,3406.0,1.0,0.0,0.0,10.0,0.0,
210,107.23.85.jfd,2017-06-26,00:00:01,0.0,1171040.0,0001193125-13-403743,-index.htm,200.0,2894.0,1.0,0.0,0.0,10.0,0.0,
211,107.23.85.jfd,2017-06-26,00:00:01,0.0,890493.0,0001193125-13-152187,-index.htm,200.0,2818.0,1.0,0.0,0.0,10.0,0.0,
212,107.23.85.jfd,2017-06-26,00:00:01,0.0,1171040.0,0001193125-13-403891,-index.htm,200.0,2650.0,1.0,0.0,0.0,10.0,0.0,
213,107.23.85.jfd,2017-06-26,00:00:01,0.0,1171040.0,0001193125-13-469751,-index.htm,200.0,2831.0,1.0,0.0,0.0,10.0,0.0,
214,107.23.85.jfd,2017-06-26,00:00:01,0.0,890493.0,0001193125-13-134018,-index.htm,200.0,3156.0,1.0,0.0,0.0,10.0,0.0,
215,107.23.85.jfd,2017-06-26,00:00:01,0.0,1081915.0,0000930413-07-000944,-index.htm,200.0,2778.0,1.0,0.0,0.0,10.0,0.0,
216,107.23.85.jfd,2017-06-26,00:00:01,0.0,890493.0,0001193125-13-152128,-index.htm,200.0,2870.0,1.0,0.0,0.0,10.0,0.0,
217,107.23.85.jfd,2017-06-26,00:00:01,0.0,1081915.0,0000930413-07-000945,-index.htm,200.0,2779.0,1.0,0.0,0.0,10.0,0.0,
218,107.23.85.jfd,2017-06-26,00:00:01,0.0,890493.0,0001193125-13-153165,-index.htm,200.0,2820.0,1.0,0.0,0.0,10.0,0.0,
219,107.23.85.jfd,2017-06-26,00:00:01,0.0,1171040.0,0001193125-14-047878,-index.htm,200.0,2830.0,1.0,0.0,0.0,10.0,0.0,
220,107.23.85.jfd,2017-06-26,00:00:01,0.0,1081915.0,0000930413-07-000514,-index.htm,200.0,2788.0,1.0,0.0,0.0,10.0,0.0,
221,107.23.85.jfd,2017-06-26,00:00:01,0.0,1277906.0,0000950117-04-000431,-index.htm,200.0,2731.0,1.0,0.0,0.0,10.0,0.0,
222,107.23.85.jfd,2017-06-26,00:00:01,0.0,1081915.0,0000930413-07-001691,-index.htm,200.0,2790.0,1.0,0.0,0.0,10.0,0.0,
223,107.23.85.jfd,2017-06-26,00:00:01,0.0,1171040.0,0001193125-14-093441,-index.htm,200.0,2836.0,1.0,0.0,0.0,10.0,0.0,
224,107.23.85.jfd,2017-06-26,00:00:01,0.0,1171040.0,0001193125-14-123255,-index.htm,200.0,3114.0,1.0,0.0,0.0,10.0,0.0,
225,107.23.85.jfd,2017-06-26,00:00:01,0.0,890493.0,0001193125-13-153855,-index.htm,200.0,3050.0,1.0,0.0,0.0,10.0,0.0,
226,107.23.85.jfd,2017-06-26,00:00:01,0.0,1331525.0,0001071787-06-000789,-index.htm,200.0,2670.0,1.0,0.0,0.0,10.0,0.0,
227,107.23.85.jfd,2017-06-26,00:00:01,0.0,1081915.0,0000930413-07-000948,-index.htm,200.0,2779.0,1.0,0.0,0.0,10.0,0.0,
228,107.23.85.jfd,2017-06-26,00:00:01,0.0,1171040.0,0001193125-13-405431,-index.htm,200.0,2896.0,1.0,0.0,0.0,10.0,0.0,
229,107.23.85.jfd,2017-06-26,00:00:01,0.0,1277906.0,0001071787-05-000385,-index.htm,200.0,2691.0,1.0,0.0,0.0,10.0,0.0,
230,107.23.85.jfd,2017-06-26,00:00:01,0.0,1171040.0,0001193125-14-008198,-index.htm,200.0,2834.0,1.0,0.0,0.0,10.0,0.0,
231,107.23.85.jfd,2017-06-26,00:00:01,0.0,1081915.0,0000930413-07-001721,-index.htm,200.0,2790.0,1.0,0.0,0.0,10.0,0.0,
232,107.23.85.jfd,2017-06-26,00:00:01,0.0,1081915.0,0000930413-07-000641,-index.htm,200.0,2786.0,1.0,0.0,0.0,10.0,0.0,
233,107.23.85.jfd,2017-06-26,00:00:01,0.0,1081915.0,0000930413-07-000947,-index.htm,200.0,2810.0,1.0,0.0,0.0,10.0,0.0,
234,108.29.111.ffb,2017-06-26,00:00:01,0.0,917851.0,0001104659-17-038505,-index.htm,200.0,2713.0,1.0,0.0,0.0,1.0,0.0,
235,115.111.60.idd,2017-06-26,00:00:01,0.0,890319.0,0000921895-17-001821,-index.html,200.0,7748.0,1.0,0.0,0.0,10.0,0.0,
236,116.226.190.eag,2017-06-26,00:00:01,0.0,933136.0,0001193125-13-435176,-index.htm,200.0,10738.0,1.0,0.0,0.0,10.0,0.0,
237,116.226.190.eag,2017-06-26,00:00:01,0.0,320340.0,0000950123-10-104626,-index.htm,200.0,7649.0,1.0,0.0,0.0,10.0,0.0,
238,116.226.190.eag,2017-06-26,00:00:01,0.0,1328143.0,0001104659-14-058311,-index.htm,200.0,11077.0,1.0,0.0,0.0,10.0,0.0,
239,116.226.190.eag,2017-06-26,00:00:01,0.0,1005817.0,0001387131-15-003211,-index.htm,200.0,11463.0,1.0,0.0,0.0,10.0,0.0,
240,116.226.190.eag,2017-06-26,00:00:01,0.0,1216596.0,0001216596-07-000053,-index.htm,200.0,7986.0,1.0,0.0,0.0,10.0,0.0,
241,116.226.190.eag,2017-06-26,00:00:01,0.0,1581068.0,0001581068-14-000028,-index.htm,200.0,11393.0,1.0,0.0,0.0,10.0,0.0,
242,116.226.190.eag,2017-06-26,00:00:01,0.0,1354327.0,0001193125-12-335108,-index.htm,200.0,10983.0,1.0,0.0,0.0,10.0,0.0,
243,116.226.190.eag,2017-06-26,00:00:01,0.0,1432196.0,0001104659-13-084749,-index.htm,200.0,11206.0,1.0,0.0,0.0,10.0,0.0,
244,116.226.190.eag,2017-06-26,00:00:01,0.0,1066194.0,0001193125-07-115713,-index.htm,200.0,8247.0,1.0,0.0,0.0,10.0,0.0,
245,116.226.190.eag,2017-06-26,00:00:01,0.0,1432196.0,0001469299-11-000497,-index.htm,200.0,9718.0,1.0,0.0,0.0,10.0,0.0,
246,117.91.1.hee,2017-06-26,00:00:01,0.0,1409970.0,0001409970-17-000727,-index.htm,200.0,6521.0,1.0,0.0,0.0,10.0,0.0,
247,117.91.1.hee,2017-06-26,00:00:01,0.0,1409970.0,0001409970-17-000707,-index.htm,200.0,6521.0,1.0,0.0,0.0,10.0,0.0,
248,117.91.1.hee,2017-06-26,00:00:01,0.0,1409970.0,0001409970-17-000705,-index.htm,200.0,6521.0,1.0,0.0,0.0,10.0,0.0,
249,117.91.1.hee,2017-06-26,00:00:01,0.0,1409970.0,0001409970-17-000713,-index.htm,200.0,6521.0,1.0,0.0,0.0,10.0,0.0,
250,120.26.124.hbc,2017-06-26,00:00:01,0.0,1057706.0,0001209191-17-041772,-index.htm,206.0,2860.0,1.0,0.0,0.0,10.0,0.0,
251,120.26.124.hbc,2017-06-26,00:00:01,0.0,1057706.0,0001209191-17-041772,-index.htm,301.0,685.0,1.0,0.0,0.0,10.0,0.0,
252,121.40.158.hec,2017-06-26,00:00:01,0.0,1117480.0,0001209191-17-041364,-index.htm,301.0,681.0,1.0,0.0,0.0,10.0,0.0,
253,121.40.158.hec,2017-06-26,00:00:01,0.0,1117480.0,0001209191-17-041364,-index.htm,206.0,2875.0,1.0,0.0,0.0,10.0,0.0,
254,121.40.49.dff,2017-06-26,00:00:01,0.0,1626878.0,0001209191-17-041616,-index.htm,301.0,684.0,1.0,0.0,0.0,10.0,0.0,
255,121.40.49.dff,2017-06-26,00:00:01,0.0,1626878.0,0001209191-17-041616,-index.htm,206.0,2920.0,1.0,0.0,0.0,10.0,0.0,
256,121.40.65.ebc,2017-06-26,00:00:01,0.0,862831.0,0001209191-17-041383,-index.htm,206.0,2836.0,1.0,0.0,0.0,10.0,0.0,
257,121.40.65.ebc,2017-06-26,00:00:01,0.0,862831.0,0001209191-17-041383,-index.htm,301.0,683.0,1.0,0.0,0.0,10.0,0.0,
258,123.123.182.fef,2017-06-26,00:00:01,0.0,1516522.0,0001213900-15-002744,Financial_Report.xlsx,200.0,176166.0,0.0,0.0,0.0,10.0,0.0,
259,128.175.241.beg,2017-06-26,00:00:01,0.0,895650.0,0001165527-06-000468,g1457.txt,200.0,5950.0,0.0,0.0,0.0,10.0,0.0,
260,128.175.241.beg,2017-06-26,00:00:01,0.0,895655.0,0001193125-06-215156,dex991.htm,301.0,650.0,0.0,0.0,0.0,10.0,0.0,
261,128.175.241.beg,2017-06-26,00:00:01,0.0,895650.0,0001165527-06-000468,g1457.txt,301.0,650.0,0.0,0.0,0.0,10.0,0.0,
262,128.175.241.beg,2017-06-26,00:00:01,0.0,895655.0,0001193125-06-215156,dex991.htm,200.0,339932.0,0.0,0.0,0.0,10.0,0.0,
263,128.175.241.beg,2017-06-26,00:00:01,0.0,895655.0,0001193125-06-215156,.txt,200.0,395915.0,0.0,0.0,0.0,10.0,0.0,
264,128.175.241.beg,2017-06-26,00:00:01,0.0,895655.0,0001193125-06-215156,.txt,301.0,643.0,0.0,0.0,0.0,10.0,0.0,
265,128.91.91.iji,2017-06-26,00:00:01,0.0,1206264.0,0001206264-17-000021,.txt,200.0,1854701.0,0.0,0.0,0.0,10.0,0.0,
266,128.91.91.iji,2017-06-26,00:00:01,0.0,32878.0,0000950123-09-038450,.txt,200.0,184864.0,0.0,0.0,0.0,10.0,0.0,
267,128.91.91.iji,2017-06-26,00:00:01,0.0,889005.0,0000889005-00-000004,.txt,200.0,88701.0,0.0,0.0,0.0,10.0,0.0,
268,137.116.195.jga,2017-06-26,00:00:01,0.0,1483866.0,0001172661-17-000989,.txt,200.0,14614.0,0.0,0.0,0.0,10.0,0.0,
269,137.116.195.jga,2017-06-26,00:00:01,0.0,1316729.0,0001062993-17-002517,-index.htm,200.0,7563.0,1.0,0.0,0.0,10.0,0.0,
270,137.116.195.jga,2017-06-26,00:00:01,0.0,1063296.0,0000905718-17-000559,.txt,200.0,13634.0,0.0,0.0,0.0,10.0,0.0,
271,137.116.195.jga,2017-06-26,00:00:01,0.0,1353316.0,0001353316-17-000006,-index.htm,301.0,678.0,1.0,0.0,0.0,10.0,0.0,
272,137.116.195.jga,2017-06-26,00:00:01,0.0,1168664.0,0000919574-17-004338,.txt,200.0,26675.0,0.0,0.0,0.0,10.0,0.0,
273,137.116.195.jga,2017-06-26,00:00:01,0.0,1542280.0,0001144204-17-027232,.txt,200.0,6528.0,0.0,0.0,0.0,10.0,0.0,
274,137.116.195.jga,2017-06-26,00:00:01,0.0,1534380.0,0001172661-17-001202,.txt,200.0,10797.0,0.0,0.0,0.0,10.0,0.0,
275,137.116.195.jga,2017-06-26,00:00:01,0.0,1542179.0,0001172661-17-000979,.txt,200.0,28133.0,0.0,0.0,0.0,10.0,0.0,
276,137.116.195.jga,2017-06-26,00:00:01,0.0,1106500.0,0001172661-17-001194,.txt,200.0,7295.0,0.0,0.0,0.0,10.0,0.0,
277,137.116.195.jga,2017-06-26,00:00:01,0.0,1128452.0,0001140361-17-020547,.txt,200.0,6755.0,0.0,0.0,0.0,10.0,0.0,
278,137.116.195.jga,2017-06-26,00:00:01,0.0,1316729.0,0001062993-17-002517,.txt,200.0,15490.0,0.0,0.0,0.0,10.0,0.0,
279,137.116.195.jga,2017-06-26,00:00:01,0.0,1277742.0,0001140361-17-020698,.txt,200.0,8528.0,0.0,0.0,0.0,10.0,0.0,
280,137.116.195.jga,2017-06-26,00:00:01,0.0,860585.0,0000950123-17-005324,.txt,200.0,8400.0,0.0,0.0,0.0,10.0,0.0,
281,137.116.195.jga,2017-06-26,00:00:01,0.0,1106500.0,0001172661-17-001194,-index.htm,200.0,7344.0,1.0,0.0,0.0,10.0,0.0,
282,137.116.195.jga,2017-06-26,00:00:01,0.0,1542179.0,0001172661-17-000979,-index.htm,200.0,7559.0,1.0,0.0,0.0,10.0,0.0,
283,137.116.195.jga,2017-06-26,00:00:01,0.0,1336528.0,0001172661-17-001220,.txt,200.0,7766.0,0.0,0.0,0.0,10.0,0.0,
284,137.116.195.jga,2017-06-26,00:00:01,0.0,1128452.0,0001140361-17-020547,-index.htm,200.0,7379.0,1.0,0.0,0.0,10.0,0.0,
285,137.116.195.jga,2017-06-26,00:00:01,0.0,1277742.0,0001140361-17-020698,-index.htm,200.0,7520.0,1.0,0.0,0.0,10.0,0.0,
286,137.116.195.jga,2017-06-26,00:00:01,0.0,1168664.0,0000919574-17-004338,-index.htm,200.0,7472.0,1.0,0.0,0.0,10.0,0.0,
287,137.116.195.jga,2017-06-26,00:00:01,0.0,1336528.0,0001172661-17-001220,-index.htm,200.0,7489.0,1.0,0.0,0.0,10.0,0.0,
288,137.116.195.jga,2017-06-26,00:00:01,0.0,1112520.0,0001112520-17-000019,.txt,200.0,18937.0,0.0,0.0,0.0,10.0,0.0,
289,137.116.195.jga,2017-06-26,00:00:01,0.0,1568820.0,0001606587-17-000351,.txt,200.0,13254.0,0.0,0.0,0.0,10.0,0.0,
290,137.116.195.jga,2017-06-26,00:00:01,0.0,1389563.0,0001172661-17-001224,.txt,200.0,5647.0,0.0,0.0,0.0,10.0,0.0,
291,137.116.195.jga,2017-06-26,00:00:01,0.0,1050442.0,0001050442-17-000006,.txt,200.0,45948.0,0.0,0.0,0.0,10.0,0.0,
292,137.116.195.jga,2017-06-26,00:00:01,0.0,945631.0,0000945631-17-000010,.txt,200.0,32636.0,0.0,0.0,0.0,10.0,0.0,
293,137.116.195.jga,2017-06-26,00:00:01,0.0,1549575.0,0001549575-17-000006,-index.htm,301.0,679.0,1.0,0.0,0.0,10.0,0.0,
294,138.246.2.cha,2017-06-26,00:00:01,0.0,1133494.0,0001144204-06-017074,.txt,200.0,8554.0,0.0,0.0,0.0,10.0,0.0,
295,138.246.2.cha,2017-06-26,00:00:01,0.0,1133494.0,0001144204-06-022513,.txt,200.0,8179.0,0.0,0.0,0.0,10.0,0.0,
296,138.246.2.cha,2017-06-26,00:00:01,0.0,1338208.0,0001338208-06-000003,.txt,200.0,4851.0,0.0,0.0,0.0,10.0,0.0,
297,141.160.13.ihd,2017-06-26,00:00:01,0.0,912763.0,0001623632-17-000109,.txt,0.0,418740.0,0.0,0.0,0.0,10.0,0.0,
298,141.160.13.ihd,2017-06-26,00:00:01,0.0,912595.0,0001127602-17-002500,.txt,200.0,7187.0,0.0,0.0,0.0,10.0,0.0,
299,141.160.13.ihd,2017-06-26,00:00:01,0.0,912595.0,0001127602-17-002503,.txt,200.0,5092.0,0.0,0.0,0.0,10.0,0.0,
300,156.56.14.jfc,2017-06-26,00:00:01,0.0,106640.0,0000106640-14-000008,-index.htm,200.0,12953.0,1.0,0.0,0.0,10.0,0.0,
301,158.132.91.haf,2017-06-26,00:00:01,0.0,1513761.0,0001209191-15-034390,.txt,301.0,644.0,0.0,0.0,0.0,10.0,0.0,
302,158.132.91.haf,2017-06-26,00:00:01,0.0,1513354.0,0001209191-15-034410,.txt,200.0,4217.0,0.0,0.0,0.0,10.0,0.0,
303,158.132.91.haf,2017-06-26,00:00:01,0.0,1513354.0,0001209191-15-034410,.txt,301.0,643.0,0.0,0.0,0.0,10.0,0.0,
304,163.172.71.jij,2017-06-26,00:00:01,0.0,1046880.0,0001144204-13-012370,v336807_sc13da.htm,200.0,6990.0,0.0,0.0,0.0,10.0,0.0,
305,164.132.161.efi,2017-06-26,00:00:01,0.0,1194333.0,0001222497-05-000001,primary_doc.xml,200.0,1392.0,0.0,0.0,0.0,10.0,0.0,
306,164.132.161.fie,2017-06-26,00:00:01,0.0,1240093.0,0001096906-08-002072,patientportal10q930exh312.txt,200.0,1977.0,0.0,0.0,0.0,10.0,0.0,
307,167.160.109.ajc,2017-06-26,00:00:01,0.0,927643.0,0001013762-01-000030,.txt,200.0,8616.0,0.0,0.0,0.0,10.0,0.0,
308,167.160.109.ajc,2017-06-26,00:00:01,0.0,927643.0,0001013762-01-000027,.txt,200.0,10655.0,0.0,0.0,0.0,10.0,0.0,
309,172.113.252.hdj,2017-06-26,00:00:01,0.0,1654396.0,0001654396-15-000003,primary_doc.xml,200.0,11016.0,0.0,0.0,0.0,10.0,0.0,
310,172.113.252.hdj,2017-06-26,00:00:01,0.0,1492956.0,0001492956-10-000001,primary_doc.xml,200.0,9823.0,0.0,0.0,0.0,10.0,0.0,
311,172.113.252.hdj,2017-06-26,00:00:01,0.0,1600907.0,0001600907-14-000001,primary_doc.xml,200.0,7560.0,0.0,0.0,0.0,10.0,0.0,
312,192.41.128.bbi,2017-06-26,00:00:01,0.0,15615.0,0000950144-08-005806,.txt,200.0,296902.0,0.0,0.0,0.0,10.0,0.0,
313,192.41.128.bbi,2017-06-26,00:00:01,0.0,62234.0,0000897069-08-001319,.txt,200.0,20675.0,0.0,0.0,0.0,10.0,0.0,
314,192.41.128.bbi,2017-06-26,00:00:01,0.0,1395205.0,0001092306-08-000651,.txt,200.0,6343.0,0.0,0.0,0.0,10.0,0.0,
315,198.199.84.bfb,2017-06-26,00:00:01,0.0,1535261.0,0001209191-17-041786,-index.htm,301.0,680.0,1.0,0.0,0.0,10.0,0.0,
316,201.242.170.dfh,2017-06-26,00:00:01,0.0,1099590.0,0001193125-15-069727,Financial_Report.xlsx,200.0,364889.0,0.0,0.0,0.0,8.0,0.0,
317,207.241.231.iah,2017-06-26,00:00:01,0.0,1027443.0,0001188112-05-000454,.txt,200.0,10496.0,0.0,0.0,0.0,10.0,0.0,
318,207.46.13.geh,2017-06-26,00:00:01,0.0,877880.0,0000809981-16-000014,-index.htm,200.0,3303.0,1.0,0.0,0.0,10.0,0.0,
319,207.46.13.geh,2017-06-26,00:00:01,0.0,1594617.0,0001564590-17-008501,lq-10q_20170331.htm,200.0,99295.0,0.0,0.0,0.0,10.0,0.0,
320,218.94.86.gcd,2017-06-26,00:00:01,0.0,1570585.0,0001570585-17-000214,-index.htm,206.0,2907.0,1.0,0.0,0.0,10.0,0.0,
321,220.181.108.bgj,2017-06-26,00:00:01,0.0,813828.0,0001193125-14-307692,d767826d424b5.htm,301.0,664.0,0.0,0.0,0.0,10.0,0.0,
322,220.181.108.icd,2017-06-26,00:00:01,0.0,813828.0,0001193125-14-307692,d767826d424b5.htm,200.0,453828.0,0.0,0.0,0.0,10.0,0.0,
323,35.167.212.fha,2017-06-26,00:00:01,0.0,1038339.0,0000000000-07-003575,-index.htm,200.0,2592.0,1.0,0.0,0.0,10.0,0.0,
324,38.104.175.fjf,2017-06-26,00:00:01,0.0,1535955.0,0001144204-17-021626,v464818_ex99-1.htm,200.0,3873.0,0.0,0.0,0.0,9.0,0.0,
325,38.140.198.dgd,2017-06-26,00:00:01,0.0,1627281.0,0001157523-17-001839,-index.htm,301.0,682.0,1.0,0.0,0.0,10.0,0.0,
326,38.140.198.dgd,2017-06-26,00:00:01,0.0,1627281.0,0001157523-17-001839,-index.htm,200.0,6873.0,1.0,0.0,0.0,10.0,0.0,
327,38.140.198.dgd,2017-06-26,00:00:01,0.0,1627281.0,0001157523-17-001839,a51579683.htm,301.0,662.0,0.0,0.0,0.0,10.0,0.0,
328,38.140.198.dgd,2017-06-26,00:00:01,0.0,312070.0,0001104659-17-041224,a17-14593_156k.htm,301.0,672.0,0.0,0.0,0.0,10.0,0.0,
329,38.140.198.dgd,2017-06-26,00:00:01,0.0,1627281.0,0001157523-17-001839,a51579683ex99_1.htm,200.0,4591.0,0.0,0.0,0.0,10.0,0.0,
330,38.140.198.dgd,2017-06-26,00:00:01,0.0,1627281.0,0001157523-17-001839,a51579683.htm,200.0,11897.0,0.0,0.0,0.0,10.0,0.0,
331,38.140.198.dgd,2017-06-26,00:00:01,0.0,312070.0,0001104659-17-041224,a17-14593_156k.htm,200.0,21945.0,0.0,0.0,0.0,10.0,0.0,
332,38.140.198.dgd,2017-06-26,00:00:01,0.0,1627281.0,0001157523-17-001839,a51579683ex99_1.htm,301.0,674.0,0.0,0.0,0.0,10.0,0.0,
333,40.114.246.eaj,2017-06-26,00:00:01,0.0,1106500.0,0001172661-17-001194,-index.htm,301.0,681.0,1.0,0.0,0.0,10.0,0.0,
334,40.114.246.eaj,2017-06-26,00:00:01,0.0,1542179.0,0001172661-17-000979,-index.htm,301.0,680.0,1.0,0.0,0.0,10.0,0.0,
335,40.114.246.eaj,2017-06-26,00:00:01,0.0,1128452.0,0001140361-17-020547,-index.htm,301.0,685.0,1.0,0.0,0.0,10.0,0.0,
336,40.114.246.eaj,2017-06-26,00:00:01,0.0,1279936.0,0001352269-17-000011,-index.htm,301.0,681.0,1.0,0.0,0.0,10.0,0.0,
337,40.114.246.eaj,2017-06-26,00:00:01,0.0,1168664.0,0000919574-17-004338,-index.htm,301.0,683.0,1.0,0.0,0.0,10.0,0.0,
338,40.114.246.eaj,2017-06-26,00:00:01,0.0,1279936.0,0001352269-17-000011,.txt,200.0,29144.0,0.0,0.0,0.0,10.0,0.0,
339,40.114.246.eaj,2017-06-26,00:00:01,0.0,1278951.0,0001278951-17-000004,.txt,200.0,12944.0,0.0,0.0,0.0,10.0,0.0,
340,40.114.246.eaj,2017-06-26,00:00:01,0.0,1353316.0,0001353316-17-000006,.txt,200.0,19323.0,0.0,0.0,0.0,10.0,0.0,
341,40.114.246.eaj,2017-06-26,00:00:01,0.0,1549575.0,0001549575-17-000006,.txt,200.0,7470.0,0.0,0.0,0.0,10.0,0.0,
342,40.114.246.eaj,2017-06-26,00:00:01,0.0,1279936.0,0001352269-17-000011,-index.htm,200.0,7482.0,1.0,0.0,0.0,10.0,0.0,
